Date,Open,High,Low,Close,Volume
2017-11-15 09:00:00,209.6,210.5,208.39,208.4,2344937.0
2017-11-15 10:00:00,210.1,210.15,209.06,209.6,1149514.0
2017-11-15 11:00:00,209.5049,210.1,209.15,210.07,760824.0
2017-11-15 12:00:00,210.04,210.28,208.69,209.52,1023129.0
2017-11-15 13:00:00,210.72,211.05,209.93,210.01,1067771.0
2017-11-15 14:00:00,209.98,210.93,209.58,210.7,1611430.0
2017-11-16 08:00:00,213.1,214.2,212.76,212.98,2111542.0
2017-11-16 09:00:00,213.604,213.8,212.4,213.14,1608760.0
2017-11-16 10:00:00,213.1,213.8899,213.02,213.56,833757.0
2017-11-16 11:00:00,212.87,213.37,212.65,213.11,721030.0
2017-11-16 12:00:00,213.11,213.17,212.46,212.48,319147.0
2017-11-16 13:00:00,212.12,213.45,212.096,213.09,894372.0
2017-11-16 14:00:00,211.61,212.59,211.25,212.15,1850199.0
2017-11-17 08:00:00,215.22,215.35,212.65,213.92,2770727.0
2017-11-17 09:00:00,214.27,215.28,213.71,215.2599,1892442.0
2017-11-17 10:00:00,212.4402,214.35,211.9,214.241,1644782.0
2017-11-17 11:00:00,212.044,212.85,211.9,212.47,825089.0
2017-11-17 12:00:00,211.35,212.08,210.93,212.04,1219634.0
2017-11-17 13:00:00,211.859,211.93,211.18,211.36,664190.0
2017-11-17 14:00:00,211.36,211.86,210.75,211.83,1561958.0
2017-11-20 08:00:00,211.605,212.8,210.5,211.99,1389113.0
2017-11-20 09:00:00,213.19,213.225,211.0535,211.53,1549845.0
2017-11-20 10:00:00,214.2767,214.37,212.83,213.19,1187218.0
2017-11-20 11:00:00,213.937,214.57,213.44,214.27,1105299.0
2017-11-20 12:00:00,214.1,214.43,213.71,213.94,533029.0
2017-11-20 13:00:00,213.9105,214.5,213.15,214.11,867389.0
2017-11-20 14:00:00,214.08,214.25,213.45,213.93,1674503.0
2017-11-21 08:00:00,215.3,215.92,214.4,215.69,2145413.0
2017-11-21 09:00:00,215.76,216.52,215.11,215.3,1964696.0
2017-11-21 10:00:00,215.37,216.1,215.25,215.74,845141.0
2017-11-21 11:00:00,215.17,215.68,214.8301,215.369,799435.0
2017-11-21 12:00:00,215.73,215.96,215.1286,215.17,865104.0
2017-11-21 13:00:00,215.75,215.93,215.51,215.71,483726.0
2017-11-21 14:00:00,216.05,216.1,215.44,215.76,1426346.0
2017-11-22 08:00:00,214.8395,217.0,214.25,217.0,2005258.0
2017-11-22 09:00:00,214.34,215.43,214.17,214.79,1129224.0
2017-11-22 10:00:00,213.93,214.53,213.61,214.3299,867395.0
2017-11-22 11:00:00,214.5806,214.7,213.9,213.96,598750.0
2017-11-22 12:00:00,214.36,214.85,214.26,214.58,472606.0
2017-11-22 13:00:00,215.03,215.1499,214.27,214.37,562299.0
2017-11-22 14:00:00,214.93,215.12,214.35,215.025,1535506.0
2017-11-24 08:00:00,216.06,216.3901,214.6,215.59,1207988.0
2017-11-24 09:00:00,216.29,216.52,215.7,216.0,942227.0
2017-11-24 10:00:00,216.3297,216.66,216.21,216.29,646045.0
2017-11-24 11:00:00,216.96,217.0,216.17,216.3494,1057358.0
2017-11-27 08:00:00,215.51,217.36,215.01,217.31,1788687.0
2017-11-27 09:00:00,215.87,216.19,215.45,215.52,1161516.0
2017-11-27 10:00:00,214.45,216.18,214.04,215.8774,1525416.0
2017-11-27 11:00:00,214.46,214.9,214.33,214.46,637907.0
2017-11-27 12:00:00,214.6178,214.75,214.3767,214.44,418080.0
2017-11-27 13:00:00,214.697,214.75,214.31,214.59,460568.0
2017-11-27 14:00:00,214.14,214.78,214.01,214.69,2141677.0
2017-11-28 08:00:00,212.3567,214.73,211.88,214.35,1749148.0
2017-11-28 09:00:00,210.95,212.77,210.9,212.38,1637545.0
2017-11-28 10:00:00,210.8,212.0,210.66,210.97,1243634.0
2017-11-28 11:00:00,210.81,211.08,210.5,210.8,995550.0
2017-11-28 12:00:00,208.8,211.6,208.71,210.86,1358246.0
2017-11-28 13:00:00,210.88,211.4,208.24,208.785,1621633.0
2017-11-28 14:00:00,210.71,211.6,210.18,210.89,1822109.0
2017-11-29 08:00:00,202.7129,210.12,201.5,210.01,3836424.0
2017-11-29 09:00:00,196.245,203.901,196.03,202.7254,6895225.0
2017-11-29 10:00:00,193.65,197.98,193.4,196.28,4851605.0
2017-11-29 11:00:00,197.72,199.19,191.23,193.6428,5775677.0
2017-11-29 12:00:00,197.8963,199.88,197.28,197.75,2286562.0
2017-11-29 13:00:00,195.81,198.27,194.85,197.86,2453865.0
2017-11-29 14:00:00,196.42,196.74,193.88,195.76,3543303.0
2017-11-30 08:00:00,198.17,199.83,196.65,199.2,3218927.0
2017-11-30 09:00:00,201.085,202.68,197.57,198.24,4458129.0
2017-11-30 10:00:00,199.76,201.61,197.9315,201.07,2530358.0
2017-11-30 11:00:00,199.25,200.46,198.5,199.75,1672935.0
2017-11-30 12:00:00,199.69,200.05,199.11,199.28,870177.0
2017-11-30 13:00:00,200.32,201.15,199.31,199.62,1191308.0
2017-11-30 14:00:00,200.71,200.93,199.41,200.34,3310782.0
2017-12-01 07:00:00,197.3263,200.13,195.81,199.31,2162199.0
2017-12-01 08:00:00,198.4,199.089,196.72,197.3279,2048662.0
2017-12-01 09:00:00,195.7769,198.87,192.47,198.4256,3750492.0
2017-12-01 10:00:00,196.7,197.34,194.9,195.8343,1846398.0
2017-12-01 11:00:00,196.48,197.23,195.97,196.7,958883.0
2017-12-01 12:00:00,196.5546,197.37,195.67,196.32,978827.0
2017-12-01 13:00:00,197.68,198.0,196.17,196.555,1866058.0
2017-12-04 07:00:00,193.06,200.3,192.3575,200.05,2847609.0
2017-12-04 08:00:00,185.8823,193.27,184.5,193.042,8369818.0
2017-12-04 09:00:00,190.645,190.85,185.6,185.92,3555784.0
2017-12-04 10:00:00,190.17,191.4,189.01,190.6403,2247059.0
2017-12-04 11:00:00,189.545,191.4,189.01,190.17,1700722.0
2017-12-04 12:00:00,187.96,189.85,187.6,189.5385,1915551.0
2017-12-04 13:00:00,186.66,188.063,186.06,188.01,3225562.0
2017-12-05 07:00:00,190.939,191.62,180.58,182.4,6140323.0
2017-12-05 08:00:00,190.97,192.33,189.9,190.77,3766526.0
2017-12-05 09:00:00,190.0088,192.7,189.9001,190.97,2224988.0
2017-12-05 10:00:00,189.6572,191.0482,189.1601,190.07,1398717.0
2017-12-05 11:00:00,189.3999,189.57,187.65,189.5,1489430.0
2017-12-05 12:00:00,187.4803,189.64,186.85,189.3845,1412892.0
2017-12-05 13:00:00,187.74,188.64,187.14,187.5427,2858646.0
2017-12-06 07:00:00,188.335,190.14,184.84,185.7,2667568.0
2017-12-06 08:00:00,189.07,189.5,187.08,188.3536,2079663.0
2017-12-06 09:00:00,188.11,189.08,187.54,189.08,940441.0
2017-12-06 10:00:00,187.88,188.97,187.2,188.08,805101.0
2017-12-06 11:00:00,188.465,188.89,187.5701,187.9266,683671.0
2017-12-06 12:00:00,188.9,189.65,188.3,188.44,953761.0
2017-12-06 13:00:00,189.26,189.7,188.86,188.875,1823365.0
2017-12-07 07:00:00,191.08,192.7,190.5,191.96,2336942.0
2017-12-07 08:00:00,191.7203,191.76,190.12,191.1,1416526.0
2017-12-07 10:00:00,192.2,192.68,191.95,192.675,820142.0
2017-12-07 11:00:00,191.98,192.35,191.61,192.2069,144333.0
2017-12-08 07:00:00,193.4062,194.78,192.79,194.01,2388232.0
2017-12-08 08:00:00,192.71,193.64,192.41,193.4317,1903011.0
2017-12-08 09:00:00,191.9,193.16,191.33,192.71,1518735.0
2017-12-08 10:00:00,192.29,192.74,191.6,191.8329,800387.0
2017-12-08 11:00:00,192.27,192.68,192.18,192.29,498559.0
2017-12-08 12:00:00,191.7051,192.3099,191.19,192.3099,804181.0
2017-12-08 13:00:00,191.49,191.8,191.15,191.73,1493928.0
